2021-10-01T02:18:17.032+09:00,송재홍,Action,Clear Tracking Log,,,,,-1,-1,
2021-10-01T02:18:30.042+09:00,송재홍,Action,RevealIn,untitled,Popup,C:/Users/송재홍/AppData/Roaming/JetBrains/IntelliJIdea2021.2/plugins/activity-tracker/ide-events.csv,,0,0,Default task
