2021-10-14T15:35:24.572+09:00,송재홍,Action,Clear Tracking Log,,,,,-1,-1,
2021-10-14T15:35:41.591+09:00,송재홍,Action,RevealIn,untitled,Popup,C:/Users/송재홍/AppData/Roaming/JetBrains/IntelliJIdea2021.2/plugins/activity-tracker/ide-events.csv,,0,0,Default task
